Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Errors
EMP1243,Charlie,Smith,,Cloud Tech-Texas,inactive,3/26/2022,119971.65,charlie.smith@example.com,2831435988,average,FALSE,Cloud Tech,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1247,David,Smith,35,Sales-California,active,5/28/2021,63741.13,david.smith@example.com,1128497184,poor,TRUE,Sales,California,Invalid Join_Date
EMP1248,Eva,Smith,30,DevOps-California,pending,12/28/2022,56539.99,eva.smith@example.com,9484910255,excellent,TRUE,DevOps,California,Invalid Join_Date
EMP1249,Charlie,Williams,30,DevOps-Illinois,pending,5/24/2023,73633.37,charlie.williams@example.com,2588967923,good,TRUE,DevOps,Illinois,Invalid Join_Date
EMP1250,Alice,Miller,25,Cloud Tech-Texas,pending,4/28/2024,90373.99,alice.miller@example.com,822269404,good,FALSE,Cloud Tech,Texas,Invalid Join_Date
EMP1251,Grace,Smith,,DevOps-Texas,inactive,12/25/2024,93901.48,grace.smith@example.com,3967275783,good,FALSE,DevOps,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1253,Charlie,Jones,40,Finance-Florida,inactive,2/21/2021,73813.48,charlie.jones@example.com,1131290147,average,FALSE,Finance,Florida,Invalid Join_Date
EMP1254,Frank,Smith,35,Finance-New York,inactive,11/20/2022,89315.59,frank.smith@example.com,7068277880,average,FALSE,Finance,New York,Invalid Join_Date
EMP1255,Heidi,Williams,25,HR-Florida,active,10/15/2020,56776.82,heidi.williams@example.com,6093068537,poor,FALSE,HR,Florida,Invalid Join_Date
EMP1256,Grace,Davis,,Finance-New York,active,7/24/2024,72920.51,grace.davis@example.com,9097283214,excellent,TRUE,Finance,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1257,Frank,Miller,30,Admin-Florida,pending,8/14/2022,84913.18,frank.miller@example.com,2850676250,average,TRUE,Admin,Florida,Invalid Join_Date
EMP1260,Bob,Smith,40,Admin-California,pending,1/19/2022,103469.97,bob.smith@example.com,509754509,good,TRUE,Admin,California,Invalid Join_Date
EMP1262,Heidi,Jones,,HR-Illinois,pending,2023-05-06,58316.77,heidi.jones@example.com,8826170242,excellent,TRUE,HR,Illinois,Age is required; Invalid Age
EMP1263,Grace,Smith,35,HR-Illinois,inactive,3/26/2024,60098.72,grace.smith@example.com,7654562840,excellent,TRUE,HR,Illinois,Invalid Join_Date
EMP1264,Grace,Williams,,Cloud Tech-Texas,active,2020-07-10,99951.43,grace.williams@example.com,7722560530,average,TRUE,Cloud Tech,Texas,Age is required; Invalid Age
EMP1266,Grace,Brown,,DevOps-California,pending,11/19/2021,85512.05,grace.brown@example.com,7416787255,good,FALSE,DevOps,California,Age is required; Invalid Age; Invalid Join_Date
EMP1267,Heidi,Garcia,,HR-Florida,active,1/24/2022,73186.77,heidi.garcia@example.com,8621102257,good,FALSE,HR,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1268,Grace,Davis,,HR-Nevada,pending,2023-12-07,51865.3,grace.davis@example.com,305690673,poor,TRUE,HR,Nevada,Age is required; Invalid Age
EMP1270,Grace,Miller,30,DevOps-New York,active,3/18/2023,116374.36,grace.miller@example.com,4143637188,excellent,FALSE,DevOps,New York,Invalid Join_Date
EMP1271,Alice,Garcia,40,HR-Florida,active,4/25/2022,98335.02,alice.garcia@example.com,2392312603,excellent,FALSE,HR,Florida,Invalid Join_Date
EMP1272,Heidi,Garcia,25,DevOps-New York,pending,2/28/2021,89262.07,heidi.garcia@example.com,3260931065,poor,TRUE,DevOps,New York,Invalid Join_Date
EMP1273,Heidi,Garcia,,Finance-California,active,7/30/2022,113848.69,heidi.garcia@example.com,8433567085,excellent,TRUE,Finance,California,Age is required; Invalid Age; Invalid Join_Date
EMP1274,Frank,Smith,35,Sales-Florida,active,5/19/2021,69530.45,frank.smith@example.com,414545634,poor,TRUE,Sales,Florida,Invalid Join_Date
EMP1275,Eva,Brown,35,DevOps-New York,pending,12/14/2023,84230.22,eva.brown@example.com,200053473,good,TRUE,DevOps,New York,Invalid Join_Date
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,pending,1/17/2023,76578.59,eva.smith@example.com,9162475540,average,FALSE,Cloud Tech,Illinois,Invalid Join_Date
EMP1281,Charlie,Brown,25,Sales-New York,inactive,8/30/2023,115452.25,charlie.brown@example.com,8485571616,poor,FALSE,Sales,New York,Invalid Join_Date
EMP1282,Heidi,Miller,30,HR-California,inactive,8/15/2023,54141.38,heidi.miller@example.com,6880294239,average,FALSE,HR,California,Invalid Join_Date
EMP1283,David,Davis,,DevOps-Nevada,active,12/24/2020,79251.95,david.davis@example.com,9036788126,good,FALSE,DevOps,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1284,Alice,Johnson,40,Finance-New York,pending,11/21/2024,114822.78,alice.johnson@example.com,8686694319,good,TRUE,Finance,New York,Invalid Join_Date
EMP1285,Alice,Williams,35,Sales-Illinois,active,11/17/2021,69919.32,alice.williams@example.com,2939087883,average,TRUE,Sales,Illinois,Invalid Join_Date
EMP1286,Heidi,Smith,30,Sales-Florida,inactive,1/29/2021,106616.97,heidi.smith@example.com,4344812307,poor,FALSE,Sales,Florida,Invalid Join_Date
EMP1287,Heidi,Jones,35,DevOps-New York,active,2/17/2024,73597.85,heidi.jones@example.com,3402424032,poor,TRUE,DevOps,New York,Invalid Join_Date
EMP1288,David,Smith,30,Sales-Nevada,inactive,8/20/2024,79939.23,david.smith@example.com,8105955183,excellent,TRUE,Sales,Nevada,Invalid Join_Date
EMP1289,Grace,Garcia,25,Admin-New York,inactive,10/24/2021,N/A,grace.garcia@example.com,2694500533,poor,FALSE,Admin,New York,Invalid Salary; Invalid Join_Date
EMP1291,Eva,Williams,35,DevOps-New York,active,9/29/2023,58275.74,eva.williams@example.com,3735439626,good,FALSE,DevOps,New York,Invalid Join_Date
EMP1292,Grace,Smith,,DevOps-California,pending,8/28/2020,94709.79,grace.smith@example.com,3652717271,excellent,FALSE,DevOps,California,Age is required; Invalid Age; Invalid Join_Date
EMP1293,Frank,Johnson,,Admin-New York,active,2022-06-09,60722.99,frank.johnson@example.com,2397240421,excellent,TRUE,Admin,New York,Age is required; Invalid Age
EMP1294,Frank,Johnson,40,DevOps-Illinois,inactive,3/31/2024,87626.24,frank.johnson@example.com,6931216375,good,TRUE,DevOps,Illinois,Invalid Join_Date
EMP1296,Bob,Miller,,Cloud Tech-Texas,pending,2022-01-11,64150.97,bob.miller@example.com,23142899,good,TRUE,Cloud Tech,Texas,Age is required; Invalid Age
EMP1297,Charlie,Davis,35,Sales-Florida,active,10/25/2023,64378.1,charlie.davis@example.com,1851327971,poor,FALSE,Sales,Florida,Invalid Join_Date
EMP1298,Bob,Jones,,Finance-Texas,inactive,9/27/2020,85927.35,bob.jones@example.com,4572308480,good,FALSE,Finance,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1299,Alice,Garcia,,Finance-Nevada,inactive,1/21/2024,51523.93,alice.garcia@example.com,18418619,average,TRUE,Finance,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1300,Alice,Smith,30,Sales-Texas,active,5/17/2022,74117.02,alice.smith@example.com,3036625435,poor,FALSE,Sales,Texas,Invalid Join_Date
EMP1301,Alice,Smith,25,Finance-Texas,inactive,4/17/2022,62598.69,alice.smith@example.com,1721314518,average,TRUE,Finance,Texas,Invalid Join_Date
EMP1303,Charlie,Miller,35,Cloud Tech-New York,pending,3/15/2022,87018.98,charlie.miller@example.com,5926249450,good,TRUE,Cloud Tech,New York,Invalid Join_Date
EMP1305,Grace,Jones,30,Admin-Florida,inactive,11/13/2020,69295.48,grace.jones@example.com,6771196420,excellent,FALSE,Admin,Florida,Invalid Join_Date
EMP1306,Bob,Brown,25,DevOps-Florida,pending,4/17/2024,115536.66,bob.brown@example.com,5226557675,excellent,TRUE,DevOps,Florida,Invalid Join_Date
EMP1308,Alice,Garcia,30,DevOps-Texas,inactive,6/17/2022,66403.75,alice.garcia@example.com,7883619688,good,FALSE,DevOps,Texas,Invalid Join_Date
EMP1309,Alice,Miller,30,Sales-California,active,7/28/2024,114147.79,alice.miller@example.com,3135030586,excellent,FALSE,Sales,California,Invalid Join_Date
EMP1311,Alice,Davis,,Sales-Nevada,active,2023-06-07,97512.51,alice.davis@example.com,6333021259,good,TRUE,Sales,Nevada,Age is required; Invalid Age
EMP1312,Alice,Brown,35,DevOps-Nevada,inactive,5/28/2024,86712.41,alice.brown@example.com,6501917919,average,TRUE,DevOps,Nevada,Invalid Join_Date
EMP1313,Grace,Davis,30,HR-Florida,active,3/25/2024,87654.98,grace.davis@example.com,2521310961,poor,FALSE,HR,Florida,Invalid Join_Date
EMP1314,David,Williams,35,DevOps-New York,inactive,4/28/2020,89367.02,david.williams@example.com,2728476569,poor,FALSE,DevOps,New York,Invalid Join_Date
EMP1316,Frank,Williams,25,Sales-Nevada,active,4/15/2020,68792.31,frank.williams@example.com,6678498435,average,FALSE,Sales,Nevada,Invalid Join_Date
EMP1318,Frank,Davis,35,Cloud Tech-New York,active,2/27/2024,58212.13,frank.davis@example.com,3628917755,good,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1319,Heidi,Miller,30,DevOps-Illinois,pending,2/22/2021,77764.24,heidi.miller@example.com,6205634110,good,TRUE,DevOps,Illinois,Invalid Join_Date
EMP1320,Frank,Garcia,35,Finance-Florida,pending,8/21/2023,75148.17,frank.garcia@example.com,5950342810,average,FALSE,Finance,Florida,Invalid Join_Date
EMP1323,Eva,Johnson,,Sales-Illinois,pending,2022-05-05,70663.46,eva.johnson@example.com,4054683564,excellent,FALSE,Sales,Illinois,Age is required; Invalid Age
EMP1326,Frank,Williams,30,Admin-Nevada,pending,9/27/2022,62883.34,frank.williams@example.com,3322889856,average,FALSE,Admin,Nevada,Invalid Join_Date
EMP1327,Alice,Davis,,Cloud Tech-Texas,pending,2020-09-04,103503.72,alice.davis@example.com,2545960632,average,TRUE,Cloud Tech,Texas,Age is required; Invalid Age
EMP1328,David,Garcia,25,DevOps-New York,active,3/23/2021,85401.3,david.garcia@example.com,9912971023,poor,TRUE,DevOps,New York,Invalid Join_Date
EMP1329,Heidi,Garcia,40,Cloud Tech-Texas,pending,2023-03-02,N/A,heidi.garcia@example.com,8171752420,excellent,FALSE,Cloud Tech,Texas,Invalid Salary
EMP1330,Eva,Smith,,HR-Texas,pending,7/23/2024,98850.14,eva.smith@example.com,4955112746,poor,FALSE,HR,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1333,David,Williams,35,DevOps-Texas,pending,10/23/2024,95492.61,david.williams@example.com,6874090379,good,FALSE,DevOps,Texas,Invalid Join_Date
EMP1334,Grace,Miller,40,Finance-Illinois,inactive,4/24/2020,94572.37,grace.miller@example.com,2146296135,good,FALSE,Finance,Illinois,Invalid Join_Date
EMP1336,Alice,Jones,30,Admin-Nevada,pending,8/31/2022,68976.65,alice.jones@example.com,1663651558,poor,TRUE,Admin,Nevada,Invalid Join_Date
EMP1337,Eva,Williams,,Sales-Nevada,active,2021-02-01,115013.65,eva.williams@example.com,7371470826,average,FALSE,Sales,Nevada,Age is required; Invalid Age
EMP1338,David,Brown,,Admin-Nevada,inactive,2020-06-06,70949.38,david.brown@example.com,2359096055,poor,TRUE,Admin,Nevada,Age is required; Invalid Age
EMP1339,Grace,Brown,,HR-Florida,pending,10/13/2020,105334.87,grace.brown@example.com,7303064420,average,FALSE,HR,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1340,Bob,Williams,,DevOps-California,active,7/19/2020,80596.18,bob.williams@example.com,2146147682,good,FALSE,DevOps,California,Age is required; Invalid Age; Invalid Join_Date
EMP1341,Frank,Brown,,Sales-Illinois,inactive,2024-03-05,72846.37,frank.brown@example.com,4201654234,good,TRUE,Sales,Illinois,Age is required; Invalid Age
EMP1343,Grace,Johnson,25,Sales-California,active,12/31/2023,55145.47,grace.johnson@example.com,8931992549,good,FALSE,Sales,California,Invalid Join_Date
EMP1344,Grace,Williams,30,DevOps-Florida,inactive,2022-08-01,N/A,grace.williams@example.com,2727516479,poor,TRUE,DevOps,Florida,Invalid Salary
EMP1345,Eva,Davis,40,HR-California,active,9/28/2020,56110.81,eva.davis@example.com,7279103367,good,FALSE,HR,California,Invalid Join_Date
EMP1348,David,Garcia,,Sales-New York,pending,2/18/2022,61865.12,david.garcia@example.com,5586851275,excellent,TRUE,Sales,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1351,Heidi,Smith,25,Admin-California,active,3/21/2022,73255.21,heidi.smith@example.com,7981789045,average,FALSE,Admin,California,Invalid Join_Date
EMP1353,David,Garcia,40,HR-New York,inactive,10/15/2021,70401.37,david.garcia@example.com,7660538443,good,TRUE,HR,New York,Invalid Join_Date
EMP1354,Heidi,Garcia,,Admin-California,inactive,7/28/2021,107154.62,heidi.garcia@example.com,4630600024,average,TRUE,Admin,California,Age is required; Invalid Age; Invalid Join_Date
EMP1355,Bob,Davis,,Admin-Illinois,pending,2021-03-01,97719.88,bob.davis@example.com,8955296385,excellent,FALSE,Admin,Illinois,Age is required; Invalid Age
EMP1356,Heidi,Johnson,30,Finance-California,pending,5/21/2020,107327.59,heidi.johnson@example.com,3960962625,poor,FALSE,Finance,California,Invalid Join_Date
EMP1359,Grace,Williams,,Cloud Tech-California,pending,7/21/2024,87583.42,grace.williams@example.com,920981959,good,FALSE,Cloud Tech,California,Age is required; Invalid Age; Invalid Join_Date
EMP1360,Bob,Brown,25,Admin-Nevada,pending,12/28/2021,61643.69,bob.brown@example.com,2752334382,good,TRUE,Admin,Nevada,Invalid Join_Date
EMP1361,Grace,Smith,35,Finance-Texas,active,7/20/2020,68111.69,grace.smith@example.com,6404120910,poor,FALSE,Finance,Texas,Invalid Join_Date
EMP1362,David,Smith,40,HR-Florida,inactive,4/30/2024,97568.88,david.smith@example.com,7911244210,average,TRUE,HR,Florida,Invalid Join_Date
EMP1363,Charlie,Johnson,35,Cloud Tech-Florida,active,8/28/2021,79118.28,charlie.johnson@example.com,7536170616,poor,TRUE,Cloud Tech,Florida,Invalid Join_Date
EMP1364,Bob,Davis,30,HR-California,inactive,7/21/2022,104898.9,bob.davis@example.com,1366572239,excellent,TRUE,HR,California,Invalid Join_Date
EMP1365,Frank,Davis,40,Cloud Tech-Florida,pending,11/27/2023,81671.3,frank.davis@example.com,2990155798,poor,TRUE,Cloud Tech,Florida,Invalid Join_Date
EMP1367,David,Johnson,,Admin-Illinois,active,2021-08-11,89189.43,david.johnson@example.com,882351304,poor,TRUE,Admin,Illinois,Age is required; Invalid Age
EMP1370,Bob,Brown,,Cloud Tech-Illinois,active,1/19/2022,72818.94,bob.brown@example.com,3461994236,good,TRUE,Cloud Tech,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1372,Bob,Johnson,35,HR-Florida,pending,12/19/2020,106961.68,bob.johnson@example.com,6395517207,poor,FALSE,HR,Florida,Invalid Join_Date
EMP1373,Eva,Garcia,,Sales-Texas,pending,2020-01-10,71923.0,eva.garcia@example.com,4964985600,good,TRUE,Sales,Texas,Age is required; Invalid Age
EMP1376,Charlie,Brown,,Admin-Florida,inactive,10/14/2020,63096.9,charlie.brown@example.com,5381649382,average,FALSE,Admin,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1378,Heidi,Johnson,40,DevOps-Florida,inactive,12/25/2023,108792.43,heidi.johnson@example.com,3307704610,poor,TRUE,DevOps,Florida,Invalid Join_Date
EMP1379,Bob,Smith,,Cloud Tech-New York,inactive,2020-07-03,69239.7,bob.smith@example.com,7295963903,excellent,FALSE,Cloud Tech,New York,Age is required; Invalid Age
EMP1380,Charlie,Garcia,40,Sales-Nevada,inactive,1/30/2023,85756.42,charlie.garcia@example.com,907426087,average,TRUE,Sales,Nevada,Invalid Join_Date
EMP1381,Eva,Miller,,HR-Illinois,active,2024-05-04,100328.62,eva.miller@example.com,501716444,average,TRUE,HR,Illinois,Age is required; Invalid Age
EMP1384,Frank,Jones,,DevOps-Florida,active,6/15/2023,59746.45,frank.jones@example.com,2156321357,good,TRUE,DevOps,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1385,David,Garcia,25,Sales-California,pending,7/29/2021,91780.04,david.garcia@example.com,40104144,poor,TRUE,Sales,California,Invalid Join_Date
EMP1386,Eva,Williams,35,Sales-California,pending,10/23/2023,107062.66,eva.williams@example.com,9642297124,good,TRUE,Sales,California,Invalid Join_Date
EMP1388,Frank,Smith,30,DevOps-Florida,inactive,10/18/2020,90419.79,frank.smith@example.com,7457314414,average,TRUE,DevOps,Florida,Invalid Join_Date
EMP1389,Grace,Smith,40,Finance-Texas,pending,6/15/2024,111608.76,grace.smith@example.com,8331170302,good,TRUE,Finance,Texas,Invalid Join_Date
EMP1393,Charlie,Garcia,,Finance-California,pending,2024-10-04,53388.65,charlie.garcia@example.com,4912711306,poor,TRUE,Finance,California,Age is required; Invalid Age
EMP1394,Heidi,Williams,25,Cloud Tech-New York,inactive,7/23/2022,50047.32,heidi.williams@example.com,2407875417,good,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1395,David,Brown,30,DevOps-California,active,11/25/2024,115290.79,david.brown@example.com,1563268684,poor,FALSE,DevOps,California,Invalid Join_Date
EMP1396,Frank,Garcia,35,Cloud Tech-California,pending,8/21/2023,61586.76,frank.garcia@example.com,745106633,excellent,FALSE,Cloud Tech,California,Invalid Join_Date
EMP1398,Bob,Garcia,30,Sales-New York,pending,10/24/2023,N/A,bob.garcia@example.com,1031310093,excellent,TRUE,Sales,New York,Invalid Salary; Invalid Join_Date
EMP1401,Charlie,Brown,30,Cloud Tech-Illinois,pending,1/18/2020,92722.35,charlie.brown@example.com,4012897431,excellent,FALSE,Cloud Tech,Illinois,Invalid Join_Date
EMP1402,Frank,Williams,30,DevOps-Nevada,active,4/23/2022,93125.32,frank.williams@example.com,5122572075,average,FALSE,DevOps,Nevada,Invalid Join_Date
EMP1403,David,Smith,25,Cloud Tech-New York,active,4/22/2023,101100.64,david.smith@example.com,5024120956,average,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1404,Grace,Garcia,35,Admin-New York,inactive,8/13/2023,55897.41,grace.garcia@example.com,9073710093,poor,FALSE,Admin,New York,Invalid Join_Date
EMP1405,Eva,Brown,25,DevOps-California,active,11/26/2022,92484.88,eva.brown@example.com,3882211456,good,TRUE,DevOps,California,Invalid Join_Date
EMP1407,Bob,Garcia,,Cloud Tech-California,inactive,9/27/2020,77078.68,bob.garcia@example.com,4589714801,average,TRUE,Cloud Tech,California,Age is required; Invalid Age; Invalid Join_Date
EMP1409,Bob,Miller,25,Sales-Texas,active,6/20/2021,65102.01,bob.miller@example.com,3136148781,average,TRUE,Sales,Texas,Invalid Join_Date
EMP1410,Grace,Williams,,HR-Nevada,pending,10/23/2022,103697.7,grace.williams@example.com,4556964429,excellent,TRUE,HR,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1411,Grace,Garcia,25,DevOps-Illinois,pending,6/15/2023,60687.63,grace.garcia@example.com,9859167953,excellent,FALSE,DevOps,Illinois,Invalid Join_Date
EMP1412,Bob,Miller,,Admin-New York,pending,10/31/2021,77351.21,bob.miller@example.com,1072728497,good,FALSE,Admin,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1413,Bob,Smith,35,DevOps-Florida,pending,9/29/2024,66704.62,bob.smith@example.com,2474140702,poor,TRUE,DevOps,Florida,Invalid Join_Date
EMP1414,Grace,Williams,25,Finance-Illinois,pending,4/22/2020,71650.3,grace.williams@example.com,4910740649,poor,TRUE,Finance,Illinois,Invalid Join_Date
EMP1416,Frank,Jones,,Sales-Nevada,inactive,2020-07-12,76030.86,frank.jones@example.com,2369143074,good,TRUE,Sales,Nevada,Age is required; Invalid Age
EMP1418,Bob,Garcia,40,Finance-Illinois,inactive,4/23/2020,84972.7,bob.garcia@example.com,9659234267,poor,TRUE,Finance,Illinois,Invalid Join_Date
EMP1420,Alice,Johnson,25,Cloud Tech-New York,active,8/24/2022,75478.35,alice.johnson@example.com,6128758574,excellent,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1424,Eva,Garcia,35,HR-Texas,pending,7/24/2022,50557.84,eva.garcia@example.com,104159148,average,TRUE,HR,Texas,Invalid Join_Date
EMP1425,Eva,Jones,,Admin-Florida,inactive,4/26/2023,118030.04,eva.jones@example.com,7501980381,excellent,TRUE,Admin,Florida,Age is required; Invalid Age; Invalid Join_Date
EMP1426,David,Smith,,Admin-New York,active,4/19/2022,51673.72,david.smith@example.com,8723244078,poor,FALSE,Admin,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1428,David,Smith,,Admin-Florida,inactive,2020-02-05,118079.15,david.smith@example.com,3170876013,good,TRUE,Admin,Florida,Age is required; Invalid Age
EMP1429,Eva,Brown,25,Cloud Tech-New York,pending,4/25/2022,99059.28,eva.brown@example.com,6723849790,poor,FALSE,Cloud Tech,New York,Invalid Join_Date
EMP1430,Bob,Smith,,Cloud Tech-Illinois,active,7/29/2023,107397.4,bob.smith@example.com,6202232882,poor,FALSE,Cloud Tech,Illinois,Age is required; Invalid Age; Invalid Join_Date
EMP1431,Alice,Miller,40,DevOps-New York,active,8/20/2021,68269.37,alice.miller@example.com,7744197545,excellent,FALSE,DevOps,New York,Invalid Join_Date
EMP1432,Grace,Jones,35,HR-Florida,inactive,4/23/2021,55228.12,grace.jones@example.com,6176620470,poor,TRUE,HR,Florida,Invalid Join_Date
EMP1434,Frank,Brown,30,Finance-California,inactive,6/26/2021,109673.75,frank.brown@example.com,2774025882,excellent,FALSE,Finance,California,Invalid Join_Date
EMP1435,Eva,Garcia,,Cloud Tech-New York,inactive,10/30/2020,56384.9,eva.garcia@example.com,5868122594,excellent,TRUE,Cloud Tech,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1437,Alice,Garcia,40,Finance-Illinois,pending,1/31/2023,67489.68,alice.garcia@example.com,2988425994,poor,FALSE,Finance,Illinois,Invalid Join_Date
EMP1438,Charlie,Davis,25,Cloud Tech-Texas,active,9/24/2020,63869.31,charlie.davis@example.com,9961002310,good,FALSE,Cloud Tech,Texas,Invalid Join_Date
EMP1439,Bob,Williams,,Sales-California,active,2/14/2020,119801.3,bob.williams@example.com,7753312660,average,TRUE,Sales,California,Age is required; Invalid Age; Invalid Join_Date
EMP1440,Heidi,Smith,30,Cloud Tech-California,active,3/28/2020,115959.65,heidi.smith@example.com,941017589,excellent,TRUE,Cloud Tech,California,Invalid Join_Date
EMP1441,Grace,Garcia,40,Finance-Texas,inactive,10/31/2023,79866.48,grace.garcia@example.com,2517629832,excellent,TRUE,Finance,Texas,Invalid Join_Date
EMP1444,Grace,Brown,30,DevOps-Illinois,active,7/15/2023,119586.11,grace.brown@example.com,9815287338,average,TRUE,DevOps,Illinois,Invalid Join_Date
EMP1445,Alice,Williams,40,DevOps-California,inactive,1/20/2023,104700.46,alice.williams@example.com,7855982175,good,TRUE,DevOps,California,Invalid Join_Date
EMP1446,Frank,Williams,40,HR-New York,active,10/15/2021,91798.14,frank.williams@example.com,6191284116,good,FALSE,HR,New York,Invalid Join_Date
EMP1447,Eva,Miller,25,Finance-Illinois,inactive,4/19/2024,90879.22,eva.miller@example.com,3098503445,good,FALSE,Finance,Illinois,Invalid Join_Date
EMP1448,Charlie,Davis,25,Admin-Nevada,active,6/29/2021,87358.27,charlie.davis@example.com,5124189388,poor,FALSE,Admin,Nevada,Invalid Join_Date
EMP1449,Alice,Miller,30,Sales-Florida,inactive,9/14/2024,119407.93,alice.miller@example.com,8469081973,excellent,TRUE,Sales,Florida,Invalid Join_Date
EMP1450,David,Miller,,HR-Nevada,pending,2022-04-01,113978.6,david.miller@example.com,56435022,excellent,TRUE,HR,Nevada,Age is required; Invalid Age
EMP1451,Frank,Miller,,Sales-New York,pending,1/20/2021,108568.78,frank.miller@example.com,8503719904,good,TRUE,Sales,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1452,Heidi,Miller,,HR-New York,inactive,3/18/2020,56318.02,heidi.miller@example.com,1699187239,excellent,FALSE,HR,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1456,Bob,Miller,35,HR-California,active,11/18/2020,101264.64,bob.miller@example.com,1955356032,average,FALSE,HR,California,Invalid Join_Date
EMP1457,Heidi,Garcia,35,Admin-Nevada,pending,11/21/2023,112272.02,heidi.garcia@example.com,1903689002,poor,FALSE,Admin,Nevada,Invalid Join_Date
EMP1458,Frank,Williams,30,DevOps-Illinois,active,2/13/2022,71477.63,frank.williams@example.com,102724054,good,TRUE,DevOps,Illinois,Invalid Join_Date
EMP1459,Charlie,Williams,30,DevOps-Texas,pending,3/19/2023,77412.1,charlie.williams@example.com,9342967110,poor,FALSE,DevOps,Texas,Invalid Join_Date
EMP1460,Alice,Johnson,30,Sales-California,pending,3/28/2021,94775.27,alice.johnson@example.com,4837537457,average,FALSE,Sales,California,Invalid Join_Date
EMP1464,Charlie,Brown,40,Finance-Florida,inactive,1/23/2023,76274.33,charlie.brown@example.com,704496409,average,FALSE,Finance,Florida,Invalid Join_Date
EMP1465,David,Davis,30,Finance-Texas,active,8/26/2021,51405.46,david.davis@example.com,4967066702,average,TRUE,Finance,Texas,Invalid Join_Date
EMP1466,Bob,Garcia,25,HR-New York,inactive,11/25/2020,101238.96,bob.garcia@example.com,3626804084,average,TRUE,HR,New York,Invalid Join_Date
EMP1467,Bob,Smith,35,Sales-Illinois,inactive,12/13/2023,52169.52,bob.smith@example.com,954930595,excellent,FALSE,Sales,Illinois,Invalid Join_Date
EMP1468,Charlie,Jones,,Finance-New York,active,7/26/2020,73176.62,charlie.jones@example.com,6018648768,excellent,FALSE,Finance,New York,Age is required; Invalid Age; Invalid Join_Date
EMP1469,Grace,Brown,,DevOps-Nevada,pending,6/27/2021,96241.85,grace.brown@example.com,9842673203,excellent,FALSE,DevOps,Nevada,Age is required; Invalid Age; Invalid Join_Date
EMP1470,Bob,Jones,25,Finance-Illinois,pending,9/16/2024,84366.38,bob.jones@example.com,4138459608,excellent,FALSE,Finance,Illinois,Invalid Join_Date
EMP1472,Alice,Williams,30,Admin-Nevada,inactive,6/16/2020,83149.95,alice.williams@example.com,4277070704,average,FALSE,Admin,Nevada,Invalid Join_Date
EMP1475,David,Garcia,35,Sales-Texas,active,3/20/2024,98752.97,david.garcia@example.com,2290310286,excellent,FALSE,Sales,Texas,Invalid Join_Date
EMP1476,Frank,Smith,,Finance-Illinois,active,2023-07-02,54268.86,frank.smith@example.com,9508304404,poor,TRUE,Finance,Illinois,Age is required; Invalid Age
EMP1477,Grace,Garcia,,DevOps-Florida,pending,2024-10-12,66494.94,grace.garcia@example.com,8093511870,poor,FALSE,DevOps,Florida,Age is required; Invalid Age
EMP1478,Grace,Smith,25,Sales-Illinois,pending,6/27/2024,90003.98,grace.smith@example.com,8133595615,average,FALSE,Sales,Illinois,Invalid Join_Date
EMP1482,Eva,Jones,,Finance-Texas,pending,6/30/2023,91130.33,eva.jones@example.com,9026113988,good,FALSE,Finance,Texas,Age is required; Invalid Age; Invalid Join_Date
EMP1483,Bob,Miller,40,Admin-New York,pending,4/19/2023,90787.4,bob.miller@example.com,8681809787,average,FALSE,Admin,New York,Invalid Join_Date
EMP1485,Grace,Miller,35,Finance-Nevada,inactive,3/17/2023,92627.35,grace.miller@example.com,3751376514,average,FALSE,Finance,Nevada,Invalid Join_Date
EMP1486,Eva,Williams,40,Admin-Illinois,pending,10/26/2023,98556.29,eva.williams@example.com,8815793762,poor,TRUE,Admin,Illinois,Invalid Join_Date
EMP1490,Bob,Garcia,30,Finance-New York,inactive,2/26/2024,83912.22,bob.garcia@example.com,1206021287,average,FALSE,Finance,New York,Invalid Join_Date
